Date,SWE (in)
6/23/2013,0
6/24/2013,0
6/25/2013,0
6/26/2013,0
6/27/2013,0
6/28/2013,0
6/29/2013,0
6/30/2013,0
7/1/2013,0
7/2/2013,0
7/3/2013,0
7/4/2013,0
7/5/2013,0
7/6/2013,0
7/7/2013,0
7/8/2013,0
7/9/2013,0
7/10/2013,0
7/11/2013,0
7/12/2013,0
7/13/2013,0
7/14/2013,0
7/15/2013,0
7/16/2013,0
7/17/2013,0
7/18/2013,0
7/19/2013,0
7/20/2013,0
7/21/2013,0
7/22/2013,0
7/23/2013,0
7/24/2013,0
7/25/2013,0
7/26/2013,0
7/27/2013,0
7/28/2013,0
7/29/2013,0
7/30/2013,0
7/31/2013,0
8/1/2013,0
8/2/2013,0
8/3/2013,0
8/4/2013,0
8/5/2013,0
8/6/2013,0
8/7/2013,0
8/8/2013,0
8/9/2013,0
8/10/2013,0
8/11/2013,0
8/12/2013,0
8/13/2013,0
8/14/2013,0
8/15/2013,0
8/16/2013,0
8/17/2013,0
8/18/2013,0
8/19/2013,0
8/20/2013,0
8/21/2013,0
8/22/2013,0
8/23/2013,0
8/24/2013,0
8/25/2013,0
8/26/2013,0
8/27/2013,0
8/28/2013,0
8/29/2013,0
8/30/2013,0
8/31/2013,0
9/1/2013,0
9/2/2013,0
9/3/2013,0
9/4/2013,0
9/5/2013,0
9/6/2013,0
9/7/2013,0
9/8/2013,0
9/9/2013,0
9/10/2013,0
9/11/2013,0
9/12/2013,0
9/13/2013,0
9/14/2013,0
9/15/2013,0
9/16/2013,0
9/17/2013,0
9/18/2013,0
9/19/2013,0
9/20/2013,0
9/21/2013,0
9/22/2013,0
9/23/2013,0
9/24/2013,0.3
9/25/2013,0
9/26/2013,0
9/27/2013,0
9/28/2013,0.3
9/29/2013,0.2
9/30/2013,0
10/1/2013,0
10/2/2013,0
10/3/2013,0
10/4/2013,0
10/5/2013,0.5
10/6/2013,0.4
10/7/2013,0.2
10/8/2013,0
10/9/2013,0
10/10/2013,0
10/11/2013,0.4
10/12/2013,0.3
10/13/2013,0.3
10/14/2013,0
10/15/2013,0.9
10/16/2013,0.7
10/17/2013,0.8
10/18/2013,1
10/19/2013,1.1
10/20/2013,1.2
10/21/2013,1.8
10/22/2013,1.8
10/23/2013,1.8
10/24/2013,1.6
10/25/2013,1.5
10/26/2013,1.4
10/27/2013,1.4
10/28/2013,1.4
10/29/2013,1.6
10/30/2013,2
10/31/2013,2
11/1/2013,2.3
11/2/2013,2.5
11/3/2013,2.6
11/4/2013,2.6
11/5/2013,2.8
11/6/2013,2.8
11/7/2013,2.9
11/8/2013,2.9
11/9/2013,2.9
11/10/2013,2.9
11/11/2013,2.9
11/12/2013,2.9
11/13/2013,2.9
11/14/2013,2.9
11/15/2013,2.9
11/16/2013,2.9
11/17/2013,3.1
11/18/2013,3
11/19/2013,3.1
11/20/2013,3.2
11/21/2013,3.6
11/22/2013,3.9
11/23/2013,4
11/24/2013,4
11/25/2013,4
11/26/2013,4
11/27/2013,4
11/28/2013,4.1
11/29/2013,4.1
11/30/2013,4.2
12/1/2013,4.5
12/2/2013,4.6
12/3/2013,4.7
12/4/2013,4.9
12/5/2013,5.6
12/6/2013,5.7
12/7/2013,5.7
12/8/2013,5.7
12/9/2013,5.7
12/10/2013,5.9
12/11/2013,6.3
12/12/2013,6.3
12/13/2013,6.4
12/14/2013,6.4
12/15/2013,6.5
12/16/2013,6.5
12/17/2013,6.5
12/18/2013,6.4
12/19/2013,6.4
12/20/2013,6.3
12/21/2013,6.1
12/22/2013,6.1
12/23/2013,6.4
12/24/2013,6.5
12/25/2013,7
12/26/2013,7
12/27/2013,7
12/28/2013,7
12/29/2013,7
12/30/2013,7
12/31/2013,7.1
1/1/2014,7.2
1/2/2014,7.7
1/3/2014,7.7
1/4/2014,7.8
1/5/2014,8.2
1/6/2014,8.2
1/7/2014,8.3
1/8/2014,8.4
1/9/2014,8.6
1/10/2014,8.9
1/11/2014,9.1
1/12/2014,9.2
1/13/2014,9.3
1/14/2014,9.3
1/15/2014,9.7
1/16/2014,9.6
1/17/2014,9.6
1/18/2014,9.5
1/19/2014,9.5
1/20/2014,9.5
1/21/2014,9.4
1/22/2014,9.4
1/23/2014,9.4
1/24/2014,9.4
1/25/2014,9.5
1/26/2014,9.5
1/27/2014,9.6
1/28/2014,10.1
1/29/2014,10.2
1/30/2014,10.7
1/31/2014,11.4
2/1/2014,11.5
2/2/2014,11.5
2/3/2014,11.5
2/4/2014,11.6
2/5/2014,11.8
2/6/2014,11.8
2/7/2014,12
2/8/2014,12.7
2/9/2014,13.5
2/10/2014,15
2/11/2014,15.4
2/12/2014,15.6
2/13/2014,15.6
2/14/2014,15.6
2/15/2014,15.6
2/16/2014,16
2/17/2014,16.7
2/18/2014,16.8
2/19/2014,16.8
2/20/2014,17.2
2/21/2014,17.2
2/22/2014,17.2
2/23/2014,17.4
2/24/2014,17.5
2/25/2014,17.6
2/26/2014,17.7
2/27/2014,17.8
2/28/2014,18.3
3/1/2014,18.6
3/2/2014,18.9
3/3/2014,18.9
3/4/2014,19.1
3/5/2014,19.4
3/6/2014,19.5
3/7/2014,19.5
3/8/2014,20.2
3/9/2014,20.2
3/10/2014,20.4
3/11/2014,20.5
3/12/2014,20.5
3/13/2014,20.7
3/14/2014,20.7
3/15/2014,20.7
3/16/2014,20.7
3/17/2014,20.8
3/18/2014,21
3/19/2014,21.1
3/20/2014,21.2
3/21/2014,21.2
3/22/2014,21.2
3/23/2014,21.6
3/24/2014,21.6
3/25/2014,21.6
3/26/2014,21.6
3/27/2014,21.6
3/28/2014,22.1
3/29/2014,22.1
3/30/2014,22.2
3/31/2014,22.3
4/1/2014,22.8
4/2/2014,22.9
4/3/2014,23
4/4/2014,23.2
4/5/2014,23.3
4/6/2014,23.4
4/7/2014,23.8
4/8/2014,24.4
4/9/2014,24.5
4/10/2014,24.5
4/11/2014,24.5
4/12/2014,24.5
4/13/2014,24.7
4/14/2014,25.7
4/15/2014,25.8
4/16/2014,25.8
4/17/2014,26.1
4/18/2014,26.1
4/19/2014,25.5
4/20/2014,25.5
4/21/2014,25.4
4/22/2014,25.3
4/23/2014,25.2
4/24/2014,25.4
4/25/2014,25.4
4/26/2014,25.4
4/27/2014,25.7
4/28/2014,26.8
4/29/2014,27.2
4/30/2014,28.5
5/1/2014,28.9
5/2/2014,29.1
5/3/2014,29.5
5/4/2014,29.5
5/5/2014,29
5/6/2014,28.7
5/7/2014,28.3
5/8/2014,28.1
5/9/2014,27.9
5/10/2014,28.1
5/11/2014,28.8
5/12/2014,30.3
5/13/2014,30.7
5/14/2014,30.7
5/15/2014,30.9
5/16/2014,31.2
5/17/2014,32.1
5/18/2014,32.6
5/19/2014,32.6
5/20/2014,32.6
5/21/2014,32.2
5/22/2014,31.9
5/23/2014,31
5/24/2014,30.8
5/25/2014,31.2
5/26/2014,30.3
5/27/2014,29.8
5/28/2014,26.8
5/29/2014,26.5
5/30/2014,25.5
5/31/2014,25.6
6/1/2014,25
6/2/2014,23.6
6/3/2014,22.5
6/4/2014,20.7
6/5/2014,19.4
6/6/2014,17.9
6/7/2014,16.4
6/8/2014,14.9
6/9/2014,14.6
6/10/2014,14.1
6/11/2014,11.7
6/12/2014,9.6
6/13/2014,8.1
6/14/2014,5.7
6/15/2014,4.9
6/16/2014,4
6/17/2014,2.7
6/18/2014,1.1
6/19/2014,0.4
6/20/2014,0.2
6/21/2014,0
6/22/2014,0
6/23/2014,0
6/24/2014,0
6/25/2014,0
6/26/2014,0
6/27/2014,0
6/28/2014,0
6/29/2014,0
6/30/2014,0
7/1/2014,0
7/2/2014,0
7/3/2014,0
7/4/2014,0
7/5/2014,0
7/6/2014,0
7/7/2014,0
7/8/2014,0
7/9/2014,0
7/10/2014,0
7/11/2014,0
7/12/2014,0
7/13/2014,0
7/14/2014,0
7/15/2014,0
7/16/2014,0
7/17/2014,0
7/18/2014,0
7/19/2014,0
7/20/2014,0
7/21/2014,0
7/22/2014,0
7/23/2014,0
7/24/2014,0
7/25/2014,0
7/26/2014,0
7/27/2014,0
7/28/2014,0
7/29/2014,0
7/30/2014,0
7/31/2014,0
8/1/2014,0
8/2/2014,0
8/3/2014,0
8/4/2014,0
8/5/2014,0
8/6/2014,0
8/7/2014,0
8/8/2014,0
8/9/2014,0
8/10/2014,0
8/11/2014,0
8/12/2014,0
8/13/2014,0
8/14/2014,0
8/15/2014,0
8/16/2014,0
8/17/2014,0
8/18/2014,0
8/19/2014,0
8/20/2014,0
8/21/2014,0
8/22/2014,0
8/23/2014,0
8/24/2014,0
8/25/2014,0
8/26/2014,0
8/27/2014,0
8/28/2014,0
8/29/2014,0
8/30/2014,0
8/31/2014,0
9/1/2014,0
9/2/2014,0
9/3/2014,0
9/4/2014,0
9/5/2014,0
9/6/2014,0
9/7/2014,0
9/8/2014,0
9/9/2014,0
9/10/2014,0
9/11/2014,0
9/12/2014,0
9/13/2014,0
9/14/2014,0
9/15/2014,0
9/16/2014,0
9/17/2014,0
9/18/2014,0
9/19/2014,0
9/20/2014,0
9/21/2014,0
9/22/2014,0
9/23/2014,0
9/24/2014,0
9/25/2014,0
9/26/2014,0
9/27/2014,0
9/28/2014,0
9/29/2014,0
9/30/2014,0.3
